time,"V(CLK)","V(A)","V(B)","V(CIN)","V(COUT)","V(S)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.660861e-06,3.032443e-06
5.000000e-13,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.287018e-06,6.754203e-06
7.500000e-13,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.416237e-05,1.135457e-05
1.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.107237e-05,1.664049e-05
1.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.839665e-05,2.212299e-05
1.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.535389e-05,2.721864e-05
1.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.127571e-05,3.146215e-05
2.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.580731e-05,3.464850e-05
2.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.897809e-05,3.686488e-05
2.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.113890e-05,3.841903e-05
2.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.280722e-05,3.970547e-05
3.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.448482e-05,4.106585e-05
3.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.651083e-05,4.269157e-05
3.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.899133e-05,4.459423e-05
3.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.181507e-05,4.664161e-05
4.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.473523e-05,4.863473e-05
4.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.747917e-05,5.039236e-05
4.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.984621e-05,5.181291e-05
4.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.176481e-05,5.289751e-05
5.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.329921e-05,5.373424e-05
5.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.095247e-05,5.142423e-05
5.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.755222e-05,4.840930e-05
5.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.286198e-05,4.453248e-05
6.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.704056e-05,3.994928e-05
6.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.059035e-05,3.507285e-05
6.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.418621e-05,3.041929e-05
6.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.847031e-05,2.643357e-05
7.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.388144e-05,2.336071e-05
7.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.056294e-05,2.119831e-05
7.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.836417e-05,1.973358e-05
8.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.578608e-05,1.759163e-05
8.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.455281e-05,1.636126e-05
8.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.296099e-05,1.486679e-05
8.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.093879e-05,1.316816e-05
9.000000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.859146e-05,1.141976e-05
9.250000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.614377e-05,9.802467e-06
9.500000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.385842e-05,8.459625e-06
9.750000e-12,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.195560e-05,7.456271e-06
1.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.055523e-05,6.770245e-06
1.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.654553e-06,6.312287e-06
1.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.142836e-06,5.963592e-06
1.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.843951e-06,5.615831e-06
1.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.571434e-06,5.200615e-06
1.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.179000e-06,4.701132e-06
1.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.593232e-06,4.145620e-06
1.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.821926e-06,3.588158e-06
1.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.939140e-06,3.085238e-06
1.225000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.054210e-06,2.676304e-06
1.250000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.275381e-06,2.373675e-06
1.275000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.678830e-06,2.163199e-06
1.300000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.290911e-06,2.013316e-06
1.325000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.086798e-06,1.887934e-06
1.350000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.003636e-06,1.758185e-06
1.375000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.962511e-06,1.609475e-06
1.400000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.891830e-06,1.442477e-06
1.425000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.745402e-06,1.268973e-06
1.450000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.510916e-06,1.104964e-06
1.475000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.207866e-06,9.638970e-07
1.500000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.877012e-06,8.522461e-07
1.525000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.565533e-06,7.684489e-07
1.550000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.312621e-06,7.048729e-07
1.575000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.139444e-06,6.515096e-07
1.600000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.045631e-06,5.997640e-07
1.625000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.012280e-06,5.449895e-07
1.650000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.009665e-06,4.871168e-07
1.675000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.006796e-06,4.295188e-07
1.700000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.798845e-07,3.768495e-07
1.725000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.175528e-07,3.328262e-07
1.750000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.218445e-07,2.987721e-07
1.775000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.054163e-07,2.733213e-07
1.800000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.862767e-07,2.532013e-07
1.825000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.818979e-07,2.346314e-07
1.850000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.044092e-07,2.147272e-07
1.875000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.580135e-07,1.923900e-07
1.900000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.389755e-07,1.684272e-07
1.925000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.377758e-07,1.449617e-07
1.950000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.424978e-07,1.244364e-07
1.975000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.423313e-07,1.086261e-07
2.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.302303e-07,9.800695e-08
2.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.041430e-07,9.166551e-08
2.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.667161e-07,8.771196e-08
2.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.237954e-07,8.399255e-08
2.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.823161e-07,7.881662e-08
2.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.482408e-07,7.144566e-08
2.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.250831e-07,6.220558e-08
2.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.133150e-07,5.223025e-08
2.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.106738e-07,4.296865e-08
2.225000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.131464e-07,3.565076e-08
2.250000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.162669e-07,3.089552e-08
2.275000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.163370e-07,2.857218e-08
2.300000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.112624e-07,2.792683e-08
2.325000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.008447e-07,2.789594e-08
2.350000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.653319e-08,2.747794e-08
2.375000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.078339e-08,2.603291e-08
2.400000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.624614e-08,2.342291e-08
2.425000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.502475e-08,1.997076e-08
2.450000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.818386e-08,1.627810e-08
2.475000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.560289e-08,1.298345e-08
2.500000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.616365e-08,1.054801e-08
2.525000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.817626e-08,9.134408e-09
2.550000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.989813e-08,8.602119e-09
2.575000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.999640e-08,8.601594e-09
2.600000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.783897e-08,8.719382e-09
2.625000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.355999e-08,8.617969e-09
2.650000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.791252e-08,8.125468e-09
2.675000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.197588e-08,7.254770e-09
2.700000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.681530e-08,6.158920e-09
2.725000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.319149e-08,5.049544e-09
2.750000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.139183e-08,4.112699e-09
2.775000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.121268e-08,3.451010e-09
2.800000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.207779e-08,3.066519e-09
2.825000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.324240e-08,2.881960e-09
2.850000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.401617e-08,2.785192e-09
2.875000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.394128e-08,2.676322e-09
2.900000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.288284e-08,2.499997e-09
2.925000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.101858e-08,2.254073e-09
2.950000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.744163e-09,1.976152e-09
2.975000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.531807e-09,1.717458e-09
3.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.787752e-09,1.516611e-09
3.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.748159e-09,1.383697e-09
3.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.437002e-09,1.299352e-09
3.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.688854e-09,1.226924e-09
3.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.220962e-09,1.130872e-09
3.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.727404e-09,9.929935e-10
3.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.965848e-09,8.199263e-10
3.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.813825e-09,6.395923e-10
3.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.283365e-09,4.888709e-10
3.225000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.496226e-09,3.980443e-10
3.250000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.632646e-09,3.783724e-10
3.275000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.872021e-09,4.174615e-10
3.300000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.343259e-09,4.837936e-10
3.325000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.097073e-09,5.382460e-10
3.350000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.104331e-09,5.479915e-10
3.375000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.276635e-09,4.976081e-10
3.400000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.499738e-09,3.935879e-10
3.425000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.668407e-09,2.610466e-10
3.450000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.712918e-09,1.342663e-10
3.475000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.611374e-09,4.472653e-11
3.500000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.387012e-09,1.086876e-11
3.525000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.093918e-09,3.290724e-11
3.550000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.971062e-10,9.402400e-11
3.575000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.533524e-10,1.670279e-10
3.600000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.977240e-10,2.238196e-10
3.625000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.382761e-10,2.443193e-10
3.650000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.587185e-10,2.220081e-10
3.675000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.268044e-10,1.646202e-10
3.700000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.051669e-10,9.024873e-11
3.725000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.613855e-10,2.058780e-11
3.750000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.749407e-10,-2.622889e-11
3.775000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.399893e-10,-4.087333e-11
3.800000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.641348e-10,-2.470926e-11
3.825000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.642803e-10,1.188349e-11
3.850000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.610849e-10,5.379079e-11
3.875000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.735295e-10,8.638542e-11
3.900000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.147621e-10,9.993139e-11
3.925000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.988698e-11,9.189800e-11
3.950000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.584944e-11,6.673678e-11
3.975000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.231278e-10,3.353415e-11
4.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.586418e-10,2.565682e-12
4.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.891280e-10,-1.801945e-11
4.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.042225e-10,-2.437017e-11
4.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.986095e-10,-1.745420e-11
4.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.728282e-10,-2.014102e-12
4.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.326377e-10,1.547603e-11
4.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.716635e-11,2.906051e-11
4.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.635078e-11,3.502444e-11
4.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.832841e-11,3.263736e-11
4.225000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.445371e-12,2.384844e-11
4.250000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.336732e-11,1.220620e-11
4.275000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.147803e-11,1.475240e-12
4.300000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.439997e-11,-5.562066e-12
4.325000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.417069e-11,-7.774599e-12
4.350000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.444424e-11,-5.707596e-12
4.375000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.210620e-11,-1.076159e-12
4.400000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.788331e-11,4.010058e-12
4.425000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.583632e-11,7.790014e-12
4.450000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.195005e-11,9.328633e-12
4.475000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.283335e-12,8.626463e-12
4.500000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.759937e-12,6.400965e-12
4.525000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.548798e-12,3.680354e-12
4.550000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.454939e-12,1.385935e-12
4.575000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.180287e-11,4.747944e-14
4.600000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.543666e-11,-2.788285e-13
4.625000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.506379e-11,9.486592e-14
4.650000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.792943e-11,7.020961e-13
4.675000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.354091e-11,1.142880e-12
4.700000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.358153e-11,1.227053e-12
4.725000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.119736e-11,1.001031e-12
4.750000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.205847e-14,6.704789e-13
4.775000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.368494e-12,4.693378e-13
4.800000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.277118e-12,5.381881e-13
4.825000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.083371e-12,8.614190e-13
4.850000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.978850e-13,1.282007e-12
4.875000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.983640e-12,1.579010e-12
4.900000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.393557e-11,1.569311e-12
4.925000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.666665e-11,1.189331e-12
4.950000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.564435e-11,5.245010e-13
4.975000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.150622e-11,-2.224906e-13
5.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.729091e-12,-8.090797e-13
5.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.163800e-14,-1.043849e-12
5.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.885278e-12,-8.561410e-13
5.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.351864e-12,-3.194879e-13
5.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.292288e-12,3.773964e-13
5.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.420969e-12,9.989167e-13
5.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.122481e-12,1.343927e-12
5.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.162926e-12,1.311028e-12
5.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.837449e-12,9.264421e-13
5.225000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.804034e-12,3.275403e-13
5.250000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.268564e-12,-2.892095e-13
5.275000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.847353e-12,-7.358139e-13
5.300000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.288177e-13,-8.922262e-13
5.325000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.581111e-12,-7.388798e-13
5.350000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.452570e-12,-3.540402e-13
5.375000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.216285e-12,1.199063e-13
5.400000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.130301e-12,5.273615e-13
5.425000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.437281e-13,7.495243e-13
5.450000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.704790e-12,7.375804e-13
5.475000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.563038e-12,5.202560e-13
5.500000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.734755e-12,1.861456e-13
5.525000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.262778e-12,-1.507328e-13
5.550000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.368225e-12,-3.892985e-13
5.575000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.585596e-13,-4.711014e-13
5.600000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.743002e-13,-3.930247e-13
5.625000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.347395e-13,-2.011153e-13
5.650000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.633046e-13,3.011467e-14
5.675000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.310600e-13,2.245209e-13
5.700000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.777585e-14,3.280404e-13
5.725000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.479175e-13,3.222673e-13
5.750000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.462432e-13,2.250080e-13
5.775000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.005884e-12,7.947388e-14
5.800000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.175115e-13,-6.288200e-14
5.825000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.420956e-13,-1.595612e-13
5.850000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.818163e-13,-1.888394e-13
5.875000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.517853e-14,-1.532713e-13
5.900000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.852983e-13,-7.504097e-14
5.925000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.678361e-13,1.413718e-14
5.950000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.083608e-13,8.451778e-14
5.975000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.490834e-13,1.173597e-13
6.000000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.878812e-14,1.090029e-13
6.025000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.244864e-13,6.948166e-14
6.050000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.334904e-13,1.698222e-14
6.075000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.562545e-13,-2.939012e-14
6.100000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.989537e-13,-5.593728e-14
6.125000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.875433e-13,-5.787997e-14
6.150000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.785246e-14,-3.937543e-14
6.175000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.509687e-14,-1.059663e-14
6.200000e-11,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.257927e-13,1.668111e-14
