time,"V(CIN)","V(B)","V(A)","V(CLK)","V(COUT)","V(S)"
2.870000e-10,1.962293e-11,-1.929351e-06,3.362144e-07,-3.784477e-08,-8.746997e-10,1.007531e-10
2.872500e-10,1.966131e-11,-2.476516e-06,3.443644e-07,-1.754312e-08,-9.746697e-10,-2.026160e-10
2.875000e-10,1.480989e-11,-2.258225e-06,2.530056e-07,7.174334e-09,-7.746995e-10,-3.875578e-10
2.877500e-10,6.434052e-12,-1.435885e-06,9.572372e-08,2.917221e-08,-3.717483e-10,-4.163549e-10
2.880000e-10,-3.244055e-12,-3.200305e-07,-7.712797e-08,4.227167e-08,8.939094e-11,-3.068639e-10
2.882500e-10,-1.177222e-11,7.367209e-07,-2.143665e-07,4.300785e-08,4.652068e-10,-1.180173e-10
2.885000e-10,-1.711507e-11,1.444906e-06,-2.790302e-07,3.155681e-08,6.558994e-10,7.573556e-11
2.887500e-10,-1.814320e-11,1.651772e-06,-2.581431e-07,1.158105e-08,6.293147e-10,2.110843e-10
2.890000e-10,-1.484801e-11,1.366317e-06,-1.646775e-07,-1.093268e-08,4.216504e-10,2.547108e-10
2.892500e-10,-8.254033e-12,7.351873e-07,-3.170996e-08,-2.947541e-08,1.177651e-10,2.092889e-10
2.895000e-10,-8.519432e-14,-1.711146e-08,9.889593e-08,-3.891198e-08,-1.803512e-10,1.065724e-10
2.897500e-10,7.701216e-12,-6.620097e-07,1.894895e-07,-3.691401e-08,-3.859889e-10,-8.164073e-12
2.900000e-10,1.338184e-11,-1.032030e-06,2.173192e-07,-2.452669e-08,-4.512624e-10,-9.377393e-11
2.902500e-10,1.582585e-11,-1.060059e-06,1.799254e-07,-5.734438e-09,-3.759883e-10,-1.266557e-10
2.905000e-10,1.468053e-11,-7.849801e-07,9.408904e-08,1.381002e-08,-2.012594e-10,-1.059713e-10
2.907500e-10,1.037210e-11,-3.264058e-07,-1.080199e-08,2.848927e-08,8.288200e-12,-5.008721e-11
2.910000e-10,3.952451e-12,1.602636e-07,-1.025135e-07,3.434192e-08,1.867091e-10,1.321054e-11
2.912500e-10,-3.153631e-12,5.330079e-07,-1.556846e-07,3.013076e-08,2.862847e-10,5.835671e-11
2.915000e-10,-9.441680e-12,7.018883e-07,-1.586269e-07,1.757085e-08,2.889716e-10,7.107898e-11
2.917500e-10,-1.361059e-11,6.475696e-07,-1.154532e-07,6.896308e-10,2.075221e-10,5.199223e-11
2.920000e-10,-1.479758e-11,4.170808e-07,-4.333815e-08,-1.545313e-08,7.741021e-11,1.415560e-11
2.922500e-10,-1.273746e-11,1.011467e-07,3.381252e-08,-2.628058e-08,-5.675232e-11,-2.371170e-11
2.925000e-10,-7.825068e-12,-1.978810e-07,9.305720e-08,-2.899520e-08,-1.555291e-10,-4.528986e-11
2.927500e-10,-1.064803e-12,-3.969975e-07,1.190590e-07,-2.328956e-08,-1.953983e-10,-4.282739e-11
2.930000e-10,6.098508e-12,-4.536710e-07,1.078055e-07,-1.129511e-08,-1.732927e-10,-1.931518e-11
2.932500e-10,1.205498e-11,-3.723745e-07,6.660036e-08,3.174141e-09,-1.045191e-10,1.372715e-11
2.935000e-10,1.537260e-11,-1.966301e-07,1.071470e-08,1.582287e-08,-1.563862e-11,4.157200e-11
2.937500e-10,1.514198e-11,9.136541e-09,-4.196043e-08,2.314446e-08,6.487030e-11,5.239928e-11
2.940000e-10,1.123981e-11,1.812454e-07,-7.645968e-08,2.338540e-08,1.151206e-10,4.181285e-11
2.942500e-10,4.430495e-12,2.751149e-07,-8.481971e-08,1.694148e-08,1.251496e-10,1.417268e-11
2.945000e-10,-3.745865e-12,2.754240e-07,-6.763476e-08,6.105302e-09,9.800958e-11,-1.952323e-11
2.947500e-10,-1.129996e-11,1.962768e-07,-3.290717e-08,-5.720236e-09,4.694263e-11,-4.616822e-11
2.950000e-10,-1.627328e-11,7.274924e-08,7.162558e-09,-1.507908e-08,-9.947548e-12,-5.563166e-11
2.952500e-10,-1.725717e-11,-5.246372e-08,4.025796e-08,-1.946394e-08,-5.560915e-11,-4.447038e-11
2.955000e-10,-1.380957e-11,-1.426767e-07,5.758651e-08,-1.797490e-08,-7.875118e-11,-1.697422e-11
2.957500e-10,-6.641246e-12,-1.770662e-07,5.604613e-08,-1.146621e-08,-7.618378e-11,1.668604e-11
2.960000e-10,2.502955e-12,-1.543893e-07,3.844738e-08,-2.173994e-09,-5.248853e-11,4.437194e-11
2.962500e-10,1.125987e-11,-9.036423e-08,1.195766e-08,7.030151e-09,-1.752920e-11,5.642184e-11
2.965000e-10,1.726465e-11,-1.042148e-08,-1.455451e-08,1.351542e-08,1.714995e-11,4.900075e-11
2.967500e-10,1.880514e-11,5.933269e-08,-3.334941e-08,1.563347e-08,4.184137e-11,2.521939e-11
2.970000e-10,1.532806e-11,9.997553e-08,-3.995541e-08,1.311958e-08,5.112436e-11,-6.251174e-12
2.972500e-10,7.642325e-12,1.042754e-07,-3.406640e-08,7.062166e-09,4.472561e-11,-3.444269e-11
2.975000e-10,-2.255088e-12,7.700183e-08,-1.908717e-08,-5.175271e-10,2.680000e-11,-4.998275e-11
2.977500e-10,-1.169832e-11,3.158261e-08,-6.361291e-10,-7.323059e-09,4.084508e-12,-4.822795e-11
2.980000e-10,-1.808135e-11,-1.532433e-08,1.541217e-08,-1.146791e-08,-1.637895e-11,-3.059913e-11
2.982500e-10,-1.959356e-11,-4.938143e-08,2.469929e-08,-1.198665e-08,-2.924823e-11,-3.768520e-12
2.985000e-10,-1.574935e-11,-6.253875e-08,2.546475e-08,-9.037519e-09,-3.209956e-11,2.288920e-11
2.987500e-10,-7.552713e-12,-5.445341e-08,1.870644e-08,-3.762763e-09,-2.564760e-11,4.060320e-11
2.990000e-10,2.760533e-12,-3.132324e-08,7.497173e-09,2.124332e-09,-1.306529e-11,4.409935e-11
2.992500e-10,1.233765e-11,-2.897886e-09,-4.221959e-09,6.882834e-09,1.266496e-12,3.313068e-11
2.995000e-10,1.850988e-11,2.112311e-08,-1.293653e-08,9.248949e-09,1.314612e-11,1.222460e-11
2.997500e-10,1.955075e-11,3.409140e-08,-1.654081e-08,8.758860e-09,1.967450e-11,-1.114215e-11
3.000000e-10,1.517179e-11,3.397007e-08,-1.475631e-08,5.811630e-09,1.984979e-11,-2.921702e-11
3.002500e-10,6.610187e-12,2.319339e-08,-8.941954e-09,8.187065e-08,1.455473e-11,-3.654004e-11
3.005000e-10,-3.720317e-12,7.139868e-09,-1.441650e-09,1.820882e-07,6.034190e-12,-3.156181e-11
3.007500e-10,-1.291541e-11,-8.078275e-09,5.265909e-09,3.924554e-07,-2.917225e-12,-1.684891e-11
3.010000e-10,-1.840597e-11,-1.769802e-08,9.328951e-09,7.293419e-07,-9.794366e-12,2.079232e-12
3.012500e-10,-1.868431e-11,-1.961484e-08,9.978701e-09,1.211774e-06,-1.301790e-11,1.878764e-11
3.015000e-10,-1.372123e-11,-1.461902e-08,7.588095e-09,1.845793e-06,-1.222746e-11,2.809458e-11
3.017500e-10,-4.954653e-12,-5.650736e-09,3.376379e-09,2.625720e-06,-8.204000e-12,2.764840e-11
3.020000e-10,5.144271e-12,3.530474e-09,-1.095501e-09,3.544878e-06,-2.496203e-12,1.844617e-11
3.022500e-10,1.379890e-11,9.735393e-09,-4.452004e-09,4.617333e-06,3.106251e-12,4.216601e-12
3.025000e-10,1.873579e-11,1.132680e-08,-5.887972e-09,5.899570e-06,7.090150e-12,-1.003042e-11
3.027500e-10,1.883980e-11,8.529105e-09,-5.316368e-09,7.302289e-06,8.589906e-12,-1.973901e-11
3.030000e-10,1.446951e-11,3.062584e-09,-3.271902e-09,8.968502e-06,7.533438e-12,-2.223566e-11
3.032500e-10,7.346131e-12,-2.676588e-09,-6.402334e-10,1.078172e-05,4.554442e-12,-1.741415e-11
3.035000e-10,5.573416e-14,-6.548952e-09,1.674686e-09,1.276889e-05,7.259782e-13,-7.524431e-12
3.037500e-10,-4.685749e-12,-7.385075e-09,3.031626e-09,1.495947e-05,-2.789445e-12,3.780295e-12
3.040000e-10,-4.788827e-12,-5.266428e-09,3.202702e-09,1.746851e-05,-5.068192e-12,1.275719e-11
3.042500e-10,6.495183e-13,-1.334944e-09,2.368728e-09,2.052935e-05,-5.646403e-12,1.678666e-11
3.045000e-10,1.113853e-11,2.742877e-09,9.874756e-10,2.442518e-05,-4.587350e-12,1.510152e-11
3.047500e-10,2.499055e-11,5.430048e-09,-4.015763e-10,2.924645e-05,-2.396272e-12,8.844987e-12
3.050000e-10,3.985658e-11,5.851798e-09,-1.362959e-09,3.477499e-05,1.751288e-13,5.070227e-13
3.052500e-10,5.344048e-11,4.037325e-09,-1.683841e-09,4.090348e-05,2.367427e-12,-7.014782e-12
3.055000e-10,6.418469e-11,8.198552e-10,-1.399357e-09,4.760596e-05,3.624570e-12,-1.138724e-11
3.057500e-10,7.173646e-11,-2.533585e-09,-7.330641e-10,5.534019e-05,3.722493e-12,-1.152903e-11
3.060000e-10,7.707204e-11,-4.807052e-09,1.296391e-11,6.509225e-05,2.789598e-12,-7.821901e-12
3.062500e-10,8.226060e-11,-5.257172e-09,5.733407e-10,7.860348e-05,1.226458e-12,-1.828330e-12
3.065000e-10,8.995390e-11,-3.833115e-09,8.008421e-10,9.791030e-05,-4.406809e-13,4.339827e-12
3.067500e-10,1.027635e-10,-1.139156e-09,6.929914e-10,1.231909e-04,-1.723520e-12,8.760151e-12
3.070000e-10,1.227109e-10,1.823608e-09,3.645505e-10,1.503538e-04,-2.304296e-12,1.029598e-11
3.072500e-10,1.509145e-10,4.028922e-09,-1.521218e-11,1.753558e-04,-2.103533e-12,8.873989e-12
3.075000e-10,1.875959e-10,4.775084e-09,-2.928293e-10,1.990838e-04,-1.271613e-12,5.389395e-12
3.077500e-10,2.323960e-10,3.897263e-09,-3.828687e-10,2.267164e-04,-1.158132e-13,1.311488e-12
3.080000e-10,2.849076e-10,1.783348e-09,-2.868639e-10,2.674235e-04,1.008341e-12,-1.849249e-12
3.082500e-10,3.452825e-10,-7.952283e-10,-7.771355e-11,3.326986e-04,1.805770e-12,-3.024792e-12
3.085000e-10,4.147636e-10,-2.966126e-09,1.394072e-10,4.272851e-04,2.119189e-12,-1.873796e-12
3.087500e-10,4.959989e-10,-4.049649e-09,2.719983e-10,5.241179e-04,1.956648e-12,1.202161e-12
3.090000e-10,5.930388e-10,-3.766123e-09,2.739481e-10,5.537181e-04,1.467652e-12,5.284434e-12
3.092500e-10,7.110634e-10,-2.296676e-09,1.573472e-10,4.791947e-04,8.814794e-13,9.304349e-12
3.095000e-10,8.558702e-10,-1.899618e-10,-1.897263e-11,3.328535e-04,4.308272e-13,1.241689e-11
3.097500e-10,1.033191e-09,1.842126e-09,-1.770322e-10,1.753215e-04,2.852705e-13,1.426032e-11
3.100000e-10,1.248007e-09,3.164621e-09,-2.514105e-10,6.697834e-05,5.129943e-13,1.503216e-11
3.102500e-10,1.504020e-09,3.415522e-09,-2.130211e-10,4.728955e-05,1.078372e-12,1.537946e-11
3.105000e-10,1.803504e-09,2.598838e-09,-7.716120e-11,1.231065e-04,1.871173e-12,1.616114e-11
3.107500e-10,2.147696e-09,1.053887e-09,1.054763e-10,2.714901e-04,2.754191e-12,1.817451e-11
3.110000e-10,2.537691e-09,-6.787518e-10,2.699269e-10,4.400201e-04,3.612230e-12,2.193780e-11
3.112500e-10,2.975462e-09,-2.043270e-09,3.615173e-10,5.473300e-04,4.387307e-12,2.759158e-11
3.115000e-10,3.464849e-09,-2.643503e-09,3.548250e-10,5.282048e-04,5.091251e-12,3.493543e-11
3.117500e-10,4.012042e-09,-2.352718e-09,2.608440e-10,3.862463e-04,5.795161e-12,4.357118e-11
3.120000e-10,4.624654e-09,-1.329747e-09,1.208587e-10,1.781148e-04,6.602443e-12,5.309312e-11
3.122500e-10,5.309115e-09,5.513377e-11,-9.721562e-12,-2.457601e-05,7.616414e-12,6.325811e-11
3.125000e-10,6.066451e-09,1.353287e-09,-8.117206e-11,-1.638767e-04,8.913525e-12,7.408311e-11
3.127500e-10,6.887110e-09,2.183013e-09,-6.585357e-11,-2.109557e-04,1.052979e-11,8.584655e-11
3.130000e-10,7.746300e-09,2.340870e-09,3.403670e-11,-1.678635e-04,1.246243e-11,9.900249e-11
3.132500e-10,8.601873e-09,1.847736e-09,1.892084e-10,-6.131701e-05,1.468328e-11,1.140409e-10
3.135000e-10,9.396874e-09,9.215065e-10,3.546792e-10,6.684495e-05,1.715669e-11,1.313382e-10
3.137500e-10,1.006840e-08,-1.081969e-10,4.853017e-10,1.720184e-04,1.985401e-11,1.510382e-10
3.140000e-10,1.056336e-08,-9.115317e-10,5.499747e-10,2.223478e-04,2.275882e-11,1.729882e-10
3.142500e-10,1.086001e-08,-1.259329e-09,5.400872e-10,2.105988e-04,2.586137e-11,1.967392e-10
3.145000e-10,1.099264e-08,-1.083376e-09,4.701091e-10,1.538982e-04,2.914511e-11,2.216031e-10
3.147500e-10,1.107499e-08,-4.814726e-10,3.710462e-10,8.338926e-05,3.257233e-11,2.467579e-10
3.150000e-10,1.131517e-08,3.290303e-10,2.797350e-10,3.028348e-05,3.607712e-11,2.713922e-10
3.152500e-10,1.201071e-08,1.090020e-09,2.279546e-10,1.234525e-05,3.957278e-11,2.948862e-10
3.155000e-10,1.351766e-08,1.586564e-09,2.349043e-10,2.756941e-05,4.297745e-11,3.170293e-10
3.157500e-10,1.620239e-08,1.709895e-09,3.050483e-10,6.111502e-05,4.625648e-11,3.382679e-10
3.160000e-10,2.037488e-08,1.482173e-09,4.312020e-10,9.352210e-05,4.947475e-11,3.599610e-10
3.162500e-10,2.621713e-08,1.039079e-09,6.009340e-10,1.077687e-04,5.284768e-11,3.845964e-10
3.165000e-10,3.373282e-08,5.794432e-10,8.034488e-10,9.603266e-05,5.677752e-11,4.159013e-10
3.167500e-10,4.274048e-08,3.002519e-10,1.034283e-09,6.163987e-05,6.186173e-11,4.587754e-10
3.170000e-10,5.292708e-08,3.380402e-10,1.296323e-09,1.689116e-05,6.886492e-11,5.189929e-10
3.172500e-10,6.395630e-08,7.338235e-10,1.597238e-09,-2.123483e-05,7.865217e-11,6.026683e-10
3.175000e-10,7.557983e-08,1.429894e-09,1.944763e-09,-3.781405e-05,9.209123e-11,7.155473e-10
3.177500e-10,8.769392e-08,2.296425e-09,2.341980e-09,-2.696449e-05,1.099395e-10,8.622453e-10
3.180000e-10,1.003617e-07,3.177275e-09,2.784846e-09,5.936468e-06,1.327392e-10,1.045612e-09
3.182500e-10,1.137679e-07,3.939358e-09,3.262939e-09,4.748939e-05,1.607460e-10,1.266404e-09
3.185000e-10,1.280551e-07,4.510105e-09,3.762843e-09,8.175625e-05,1.939128e-10,1.523375e-09
3.187500e-10,1.431194e-07,4.892676e-09,4.272594e-09,9.604566e-05,2.319362e-10,1.813803e-09
3.190000e-10,1.584342e-07,5.155992e-09,4.784886e-09,8.498688e-05,2.743583e-10,2.134302e-09
3.192500e-10,1.729771e-07,5.404542e-09,5.297199e-09,5.162508e-05,3.206954e-10,2.481666e-09
3.195000e-10,1.853280e-07,5.738846e-09,5.808366e-09,6.017904e-06,3.705510e-10,2.853392e-09
3.197500e-10,1.939642e-07,6.219744e-09,6.312956e-09,-3.768882e-05,4.236681e-10,3.247622e-09
3.200000e-10,1.977131e-07,6.848129e-09,6.796447e-09,-6.546594e-05,4.798853e-10,3.662357e-09
3.202500e-10,1.962803e-07,7.566879e-09,7.234999e-09,-6.848506e-05,5.389930e-10,4.094129e-09
3.205000e-10,1.907342e-07,8.285383e-09,7.603158e-09,-4.667953e-05,6.005245e-10,4.536575e-09
3.207500e-10,1.838334e-07,8.920796e-09,7.890996e-09,-8.498282e-06,6.635599e-10,4.979642e-09
3.210000e-10,1.801259e-07,9.445755e-09,8.129304e-09,3.271995e-05,7.266540e-10,5.410242e-09
3.212500e-10,1.858252e-07,9.929628e-09,8.417308e-09,6.376887e-05,7.880018e-10,5.815022e-09
3.215000e-10,2.084756e-07,1.055877e-08,8.941852e-09,7.588071e-05,8.459273e-10,6.185533e-09
3.217500e-10,2.561387e-07,1.162604e-08,9.976945e-09,6.684375e-05,8.997080e-10,6.525388e-09
3.220000e-10,3.354418e-07,1.349547e-08,1.186396e-08,4.083518e-05,9.506335e-10,6.858087e-09
3.222500e-10,4.493045e-07,1.654886e-08,1.497178e-08,6.707413e-06,1.003087e-09,7.233560e-09
3.225000e-10,5.966858e-07,2.113018e-08,1.964601e-08,-2.469328e-05,1.065361e-09,7.731248e-09
3.227500e-10,7.728996e-07,2.751572e-08,2.617233e-08,-4.384806e-05,1.149870e-09,8.457606e-09
3.230000e-10,9.710898e-07,3.591933e-08,3.476488e-08,-4.569119e-05,1.272512e-09,9.536976e-09
3.232500e-10,1.186138e-06,4.648746e-08,4.554076e-08,-3.116227e-05,1.451086e-09,1.109647e-08
3.235000e-10,1.419751e-06,5.925009e-08,5.845337e-08,-6.443432e-06,1.702946e-09,1.324758e-08
3.237500e-10,1.682659e-06,7.414079e-08,7.330080e-08,1.961418e-05,2.042385e-09,1.606928e-08
3.240000e-10,1.984550e-06,9.099105e-08,8.971482e-08,3.866195e-05,2.478415e-09,1.959777e-08
3.242500e-10,2.313643e-06,1.094959e-07,1.071240e-07,4.541153e-05,3.013651e-09,2.382672e-08
3.245000e-10,2.637297e-06,1.292373e-07,1.247723e-07,3.886831e-05,3.644733e-09,2.871849e-08
3.247500e-10,2.904806e-06,1.497831e-07,1.418074e-07,2.216904e-05,4.364404e-09,3.422467e-08
3.250000e-10,3.042436e-06,1.708623e-07,1.574398e-07,1.309066e-06,5.164756e-09,4.030935e-08
3.252500e-10,2.963587e-06,1.925769e-07,1.711314e-07,-1.686549e-05,6.040539e-09,4.696555e-08
3.255000e-10,2.590171e-06,2.154903e-07,1.826450e-07,-2.688859e-05,6.991185e-09,5.421600e-08
3.257500e-10,1.879332e-06,2.404158e-07,1.917452e-07,-2.639490e-05,8.020328e-09,6.209303e-08
3.260000e-10,8.501374e-07,2.680156e-07,1.975913e-07,-1.666574e-05,9.132201e-09,7.059924e-08
3.262500e-10,-4.024918e-07,2.984889e-07,1.980011e-07,-1.855866e-06,1.032539e-08,7.965872e-08
3.265000e-10,-1.717799e-06,3.313539e-07,1.884945e-07,1.266918e-05,1.158558e-08,8.907590e-08
3.267500e-10,-2.901908e-06,3.655548e-07,1.613542e-07,2.219166e-05,1.288007e-08,9.852242e-08
3.270000e-10,-3.770915e-06,4.000846e-07,1.054001e-07,2.406668e-05,1.415696e-08,1.075700e-07
3.272500e-10,-4.186824e-06,4.345625e-07,7.809130e-09,1.834834e-05,1.535167e-08,1.157793e-07
3.275000e-10,-4.088594e-06,4.688583e-07,-1.406310e-07,7.543078e-06,1.640179e-08,1.228406e-07
3.277500e-10,-3.524158e-06,5.029571e-07,-3.398574e-07,-4.369856e-06,1.726933e-08,1.287512e-07
3.280000e-10,-2.639402e-06,5.371517e-07,-5.764787e-07,-1.334276e-05,1.796719e-08,1.339980e-07
3.282500e-10,-1.635004e-06,5.706855e-07,-8.202725e-07,-1.662857e-05,1.858483e-08,1.397065e-07
3.285000e-10,-7.166405e-07,6.005319e-07,-1.025741e-06,-1.362285e-05,1.930627e-08,1.476908e-07
3.287500e-10,-4.716621e-08,6.210920e-07,-1.140184e-06,-5.891229e-06,2.041172e-08,1.603492e-07
3.290000e-10,2.878684e-07,6.250430e-07,-1.117042e-06,3.552779e-06,2.225818e-08,1.804072e-07
3.292500e-10,2.915458e-07,6.054212e-07,-9.314760e-07,1.137889e-05,2.524015e-08,2.105391e-07
3.295000e-10,4.274711e-08,5.587501e-07,-5.936949e-07,1.505560e-05,2.973472e-08,2.529293e-07
3.297500e-10,-3.351453e-07,4.883316e-07,-1.549967e-07,1.360527e-05,3.604424e-08,3.088986e-07
3.300000e-10,-7.132990e-07,4.062062e-07,2.973114e-07,7.812912e-06,4.435612e-08,3.787486e-07
3.302500e-10,-9.910559e-07,3.320837e-07,6.571163e-07,-1.322975e-07,5.474025e-08,4.619549e-07
3.305000e-10,-1.114905e-06,2.888668e-07,8.258826e-07,-7.434564e-06,6.718788e-08,5.577326e-07
3.307500e-10,-1.080624e-06,2.963030e-07,7.417873e-07,-1.166577e-05,8.165873e-08,6.657547e-07
3.310000e-10,-9.216301e-07,3.634374e-07,4.030712e-07,-1.157597e-05,9.809831e-08,7.866030e-07
3.312500e-10,-6.898455e-07,4.822994e-07,-1.226856e-07,-7.449809e-06,1.164165e-07,9.218005e-07
3.315000e-10,-4.368767e-07,6.260132e-07,-7.085694e-07,-9.062533e-07,1.363836e-07,1.073415e-06
3.317500e-10,-2.018199e-07,7.528139e-07,-1.197517e-06,5.737488e-06,1.574319e-07,1.243117e-06
3.320000e-10,-8.033509e-09,8.159288e-07,-1.444306e-06,1.027594e-05,1.784101e-07,1.430902e-06
3.322500e-10,1.330818e-07,7.773052e-07,-1.358916e-06,1.131976e-05,1.973765e-07,1.633947e-06
3.325000e-10,2.159581e-07,6.212581e-07,-9.379057e-07,8.689935e-06,2.115522e-07,1.846105e-06
3.327500e-10,2.369305e-07,3.634595e-07,-2.728062e-07,3.410053e-06,2.175456e-07,2.058464e-06
3.330000e-10,1.946095e-07,5.159327e-08,4.692290e-07,-2.680044e-06,2.119021e-07,2.261184e-06
3.332500e-10,9.376285e-08,-2.438526e-07,1.088842e-06,-7.560337e-06,1.919231e-07,2.446446e-06
3.335000e-10,-5.008923e-08,-4.472537e-07,1.410491e-06,-9.705504e-06,1.565859e-07,2.612105e-06
3.337500e-10,-2.088156e-07,-4.995611e-07,1.334935e-06,-8.566246e-06,1.073146e-07,2.765510e-06
3.340000e-10,-3.450934e-07,-3.776946e-07,8.720897e-07,-4.695155e-06,4.833691e-08,2.927054e-06
3.342500e-10,-4.213097e-07,-1.052261e-07,1.432026e-07,5.049302e-07,-1.362141e-08,3.133060e-06
3.345000e-10,-4.113388e-07,2.499680e-07,-6.499973e-07,5.292882e-06,-7.038825e-08,3.436959e-06
3.347500e-10,-3.106952e-07,5.916675e-07,-1.281536e-06,8.168489e-06,-1.139736e-07,3.905493e-06
3.350000e-10,-1.406274e-07,8.211471e-07,-1.566939e-06,8.329673e-06,-1.384174e-07,4.607386e-06
3.352500e-10,5.617591e-08,8.657179e-07,-1.418813e-06,5.879661e-06,-1.413679e-07,5.603019e-06
3.355000e-10,2.274109e-07,7.014452e-07,-8.748415e-07,1.741079e-06,-1.248985e-07,6.943095e-06
3.357500e-10,3.268198e-07,3.627831e-07,-8.874965e-08,-2.680974e-06,-9.523192e-08,8.678144e-06
3.360000e-10,3.285145e-07,-6.454774e-08,7.138445e-07,-5.972771e-06,-6.133393e-08,1.088302e-05
3.362500e-10,2.351257e-07,-4.662008e-07,1.301749e-06,-7.165867e-06,-3.267480e-08,1.368641e-05
3.365000e-10,7.695924e-08,-7.313248e-07,1.506669e-06,-6.021374e-06,-1.674058e-08,1.725020e-05
3.367500e-10,-9.761922e-08,-7.849157e-07,1.273059e-06,-3.058042e-06,-1.700031e-08,2.165116e-05
3.370000e-10,-2.373537e-07,-6.106332e-07,6.742531e-07,6.673918e-07,-3.194959e-08,2.682297e-05
3.372500e-10,-3.037607e-07,-2.568475e-07,-1.099731e-07,3.934755e-06,-5.555997e-08,3.260455e-05
3.375000e-10,-2.821854e-07,1.763821e-07,-8.476070e-07,5.755767e-06,-7.904778e-08,3.879821e-05
3.377500e-10,-1.848944e-07,5.658474e-07,-1.323942e-06,5.664963e-06,-9.347121e-08,4.525294e-05
3.380000e-10,-4.563682e-08,8.008627e-07,-1.405319e-06,3.826490e-06,-9.238956e-08,5.197238e-05
3.382500e-10,9.207585e-08,8.154186e-07,-1.077690e-06,9.386506e-07,-7.377796e-08,5.920744e-05
3.385000e-10,1.888490e-07,6.072119e-07,-4.484240e-07,-2.021403e-06,-4.060769e-08,6.748486e-05
3.387500e-10,2.209173e-07,2.379087e-07,2.886570e-07,-4.124265e-06,8.761689e-11,7.748513e-05
3.390000e-10,1.858738e-07,-1.853681e-07,9.135852e-07,-4.778406e-06,3.936633e-08,8.967719e-05
3.392500e-10,1.013263e-07,-5.417362e-07,1.246801e-06,-3.892212e-06,6.907758e-08,1.038720e-04
3.395000e-10,-2.440826e-09,-7.319292e-07,1.201489e-06,-1.864136e-06,8.426258e-08,1.191924e-04
3.397500e-10,-9.292274e-08,-7.067894e-07,8.062729e-07,5.821700e-07,8.452468e-08,1.345607e-04
3.400000e-10,-1.453963e-07,-4.804677e-07,1.924260e-07,2.651358e-06,7.397837e-08,1.493016e-04
3.402500e-10,-1.494189e-07,-1.246507e-07,-4.492977e-07,3.730478e-06,5.984962e-08,1.636102e-04
3.405000e-10,-1.102138e-07,2.540414e-07,-9.281086e-07,3.564701e-06,5.022066e-08,1.788254e-04
3.407500e-10,-4.512092e-08,5.462810e-07,-1.110330e-06,2.307483e-06,5.165037e-08,1.975532e-04
3.410000e-10,2.318978e-08,6.719737e-07,-9.569672e-07,4.400078e-07,6.740209e-08,2.237605e-04
3.412500e-10,7.424360e-08,6.024348e-07,-5.310039e-07,-1.405329e-06,9.678395e-08,2.627763e-04
3.415000e-10,9.561506e-08,3.666038e-07,2.655097e-08,-2.655261e-06,1.357030e-07,3.202272e-04
3.417500e-10,8.553551e-08,4.010389e-08,5.430807e-07,-2.970831e-06,1.781288e-07,3.971174e-04
3.420000e-10,5.189700e-08,-2.789096e-07,8.679291e-07,-2.334215e-06,2.179080e-07,4.801548e-04
3.422500e-10,8.458573e-09,-4.994177e-07,9.163882e-07,-1.026711e-06,2.503293e-07,5.413997e-04
3.425000e-10,-3.018679e-08,-5.637083e-07,6.912705e-07,4.855514e-07,2.730146e-07,5.551372e-04
3.427500e-10,-5.316478e-08,-4.624600e-07,2.768286e-07,1.713598e-06,2.860202e-07,5.123311e-04
3.430000e-10,-5.606661e-08,-2.348070e-07,-1.915086e-07,2.300134e-06,2.913471e-07,4.240723e-04
3.432500e-10,-4.131205e-08,4.586050e-08,-5.709970e-07,2.119269e-06,2.922371e-07,3.160778e-04
3.435000e-10,-1.636756e-08,2.953562e-07,-7.549371e-07,1.295466e-06,2.925627e-07,2.178719e-04
3.437500e-10,9.319198e-09,4.439229e-07,-7.023948e-07,1.428148e-07,2.963546e-07,1.518706e-04
3.440000e-10,2.754080e-08,4.556455e-07,-4.460693e-07,-9.497718e-07,3.074663e-07,1.267645e-04
3.442500e-10,3.369697e-08,3.366861e-07,-7.731228e-08,-1.646953e-06,3.292778e-07,1.364558e-04
3.445000e-10,2.770362e-08,1.306400e-07,2.855943e-07,-1.767268e-06,3.640880e-07,1.642426e-04
3.447500e-10,1.337143e-08,-9.676121e-08,5.350387e-07,-1.326066e-06,4.121015e-07,1.905133e-04
3.450000e-10,-3.342303e-09,-2.783773e-07,6.056651e-07,-5.126407e-07,4.702477e-07,2.002246e-04
3.452500e-10,-1.651691e-08,-3.653381e-07,4.907855e-07,3.850499e-07,5.313220e-07,1.871256e-04
3.455000e-10,-2.215576e-08,-3.399449e-07,2.397933e-07,1.079482e-06,5.840843e-07,1.541995e-04
3.457500e-10,-1.923266e-08,-2.184710e-07,-6.116622e-08,1.373236e-06,6.148177e-07,1.111947e-04
3.460000e-10,-9.677029e-09,-4.377850e-08,-3.181040e-07,1.212214e-06,6.103911e-07,7.035820e-05
3.462500e-10,2.572762e-09,1.292976e-07,-4.581441e-07,6.892164e-07,5.622601e-07,4.181434e-05
3.465000e-10,1.305073e-08,2.509171e-07,-4.497216e-07,1.298944e-09,4.702998e-07,3.027105e-05
3.467500e-10,1.826399e-08,2.903612e-07,-3.085761e-07,-6.215590e-07,3.450998e-07,3.414966e-05
3.470000e-10,1.674536e-08,2.433883e-07,-8.888877e-08,-9.914854e-07,2.075422e-07,4.713270e-05
