time,"V(CIN)","V(B)","V(A)","V(CLK)","V(COUT)","V(S)"
5.162500e-10,2.548890e-08,5.979310e-10,5.979310e-10,1.069491e-04,6.857543e-11,3.275792e-10
5.165000e-10,3.281587e-08,7.373532e-10,7.373532e-10,9.508949e-05,7.453696e-11,3.556070e-10
5.167500e-10,4.154384e-08,9.359803e-10,9.359803e-10,6.082081e-05,8.197744e-11,3.945962e-10
5.170000e-10,5.137307e-08,1.197422e-09,1.197422e-09,1.643876e-05,9.144955e-11,4.499867e-10
5.172500e-10,6.200831e-08,1.518853e-09,1.518853e-09,-2.115058e-05,1.037486e-10,5.273004e-10
5.175000e-10,7.326277e-08,1.891380e-09,1.891380e-09,-3.718826e-05,1.199005e-10,6.313990e-10
5.177500e-10,8.510274e-08,2.301957e-09,2.301957e-09,-2.599489e-05,1.410661e-10,7.658001e-10
5.180000e-10,9.766360e-08,2.736688e-09,2.736688e-09,6.929145e-06,1.683803e-10,9.322270e-10
5.182500e-10,1.111817e-07,3.184632e-09,3.184632e-09,4.817949e-05,2.027652e-10,1.130524e-09
5.185000e-10,1.258220e-07,3.640679e-09,3.640679e-09,8.191590e-05,2.447703e-10,1.358981e-09
5.187500e-10,1.414910e-07,4.106306e-09,4.106306e-09,9.561123e-05,2.944865e-10,1.614987e-09
5.190000e-10,1.577004e-07,4.587407e-09,4.587407e-09,8.406866e-05,3.515611e-10,1.895815e-09
5.192500e-10,1.735570e-07,5.089236e-09,5.089236e-09,5.046996e-05,4.153096e-10,2.199271e-09
5.195000e-10,1.879334e-07,5.609735e-09,5.609735e-09,4.946051e-06,4.848880e-10,2.523911e-09
5.197500e-10,1.998284e-07,6.133513e-09,6.133513e-09,-3.836253e-05,5.594659e-10,2.868681e-09
5.200000e-10,2.088697e-07,6.629288e-09,6.629288e-09,-6.552836e-05,6.383398e-10,3.232023e-09
5.202500e-10,2.158813e-07,7.053290e-09,7.053291e-09,-6.791071e-05,7.209433e-10,3.610738e-09
5.205000e-10,2.234262e-07,7.359937e-09,7.359937e-09,-4.564499e-05,8.067589e-10,3.999215e-09
5.207500e-10,2.362285e-07,7.519170e-09,7.519170e-09,-7.310422e-06,8.951887e-10,4.389706e-09
5.210000e-10,2.613047e-07,7.537761e-09,7.537761e-09,3.374046e-05,9.854987e-10,4.774379e-09
5.212500e-10,3.073200e-07,7.480257e-09,7.480257e-09,6.439395e-05,1.076977e-09,5.149518e-09
5.215000e-10,3.826044e-07,7.484196e-09,7.484196e-09,7.602543e-05,1.169425e-09,5.521586e-09
5.217500e-10,4.933980e-07,7.762719e-09,7.762719e-09,6.656124e-05,1.264017e-09,5.914002e-09
5.220000e-10,6.440850e-07,8.586655e-09,8.586655e-09,4.027966e-05,1.364454e-09,6.372941e-09
5.222500e-10,8.381602e-07,1.024735e-08,1.024735e-08,6.072204e-06,1.478189e-09,6.970024e-09
5.225000e-10,1.081268e-06,1.300975e-08,1.300975e-08,-2.523550e-05,1.617378e-09,7.799888e-09
5.227500e-10,1.385155e-06,1.706096e-08,1.706096e-08,-4.419336e-05,1.799161e-09,8.971724e-09
5.230000e-10,1.763091e-06,2.247440e-08,2.247440e-08,-4.582754e-05,2.044973e-09,1.059565e-08
5.232500e-10,2.207002e-06,2.921145e-08,2.921145e-08,-3.115443e-05,2.378787e-09,1.276688e-08
5.235000e-10,2.684285e-06,3.716842e-08,3.716842e-08,-6.386998e-06,2.824527e-09,1.555214e-08
5.237500e-10,3.157836e-06,4.623503e-08,4.623503e-08,1.964342e-05,3.403122e-09,1.898248e-08
5.240000e-10,3.584045e-06,5.629358e-08,5.629358e-08,3.863931e-05,4.129858e-09,2.305437e-08
5.242500e-10,3.923607e-06,6.720077e-08,6.720077e-08,4.536775e-05,5.012752e-09,2.773951e-08
5.245000e-10,4.161734e-06,7.874538e-08,7.874538e-08,3.886866e-05,6.052461e-09,3.300035e-08
5.247500e-10,4.324328e-06,9.049415e-08,9.049415e-08,2.227567e-05,7.243699e-09,3.880421e-08
5.250000e-10,4.488164e-06,1.016198e-07,1.016198e-07,1.541197e-06,8.577651e-09,4.512883e-08
5.252500e-10,4.781498e-06,1.107848e-07,1.107848e-07,-1.655771e-05,1.004447e-08,5.195425e-08
5.255000e-10,5.365000e-06,1.161545e-07,1.161545e-07,-2.662116e-05,1.163471e-08,5.924076e-08
5.257500e-10,6.375805e-06,1.156212e-07,1.156212e-07,-2.631126e-05,1.333908e-08,6.689948e-08
5.260000e-10,7.811232e-06,1.072743e-07,1.072743e-07,-1.687623e-05,1.514623e-08,7.476821e-08
5.262500e-10,9.423188e-06,9.004470e-08,9.004470e-08,-2.384852e-06,1.703987e-08,8.260893e-08
5.265000e-10,1.079781e-05,6.436206e-08,6.436206e-08,1.190483e-05,1.899717e-08,9.014188e-08
5.267500e-10,1.150052e-05,3.260132e-08,3.260132e-08,2.136569e-05,2.099123e-08,9.712571e-08
5.270000e-10,1.117095e-05,-8.979021e-10,-8.979021e-10,2.339469e-05,2.300068e-08,1.034829e-07
5.272500e-10,9.641021e-06,-3.038782e-08,-3.038782e-08,1.802249e-05,2.502830e-08,1.094579e-07
5.275000e-10,7.032155e-06,-4.985316e-08,-4.985316e-08,7.667470e-06,2.712801e-08,1.157796e-07
5.277500e-10,3.789373e-06,-5.455614e-08,-5.455614e-08,-3.825471e-06,2.943504e-08,1.237679e-07
5.280000e-10,6.240766e-07,-4.262102e-08,-4.262102e-08,-1.255187e-05,3.219190e-08,1.353083e-07
5.282500e-10,-1.665438e-06,-1.618122e-08,-1.618122e-08,-1.586622e-05,3.576454e-08,1.526747e-07
5.285000e-10,-2.443470e-06,1.837606e-08,1.837606e-08,-1.318015e-05,4.064378e-08,1.782177e-07
5.287500e-10,-1.459532e-06,5.137691e-08,5.137691e-08,-5.976153e-06,4.743368e-08,2.139542e-07
5.290000e-10,1.043945e-06,7.202447e-08,7.202447e-08,2.890305e-06,5.683642e-08,2.611755e-07
5.292500e-10,4.370543e-06,7.129126e-08,7.129126e-08,1.027124e-05,6.963547e-08,3.202334e-07
5.295000e-10,7.550537e-06,4.480851e-08,4.480851e-08,1.378472e-05,8.664522e-08,3.906456e-07
5.297500e-10,9.621204e-06,-5.064912e-09,-5.064912e-09,1.252447e-05,1.086203e-07,4.715749e-07
5.300000e-10,9.909951e-06,-6.879809e-08,-6.879809e-08,7.244474e-06,1.361615e-07,5.624938e-07
5.302500e-10,8.230119e-06,-1.312931e-07,-1.312931e-07,2.175937e-09,1.695957e-07,6.636214e-07
5.305000e-10,4.945990e-06,-1.753780e-07,-1.753780e-07,-6.608540e-06,2.088438e-07,7.759299e-07
5.307500e-10,8.911137e-07,-1.864232e-07,-1.864232e-07,-1.037376e-05,2.533286e-07,9.007459e-07
5.310000e-10,-2.856510e-06,-1.568571e-07,-1.568571e-07,-1.019948e-05,3.019745e-07,1.038846e-06
5.312500e-10,-5.288610e-06,-8.920399e-08,-8.920399e-08,-6.411827e-06,3.533563e-07,1.189256e-06
5.315000e-10,-5.771105e-06,3.465568e-09,3.465568e-09,-5.394004e-07,4.060455e-07,1.348208e-06
5.317500e-10,-4.238583e-06,1.001215e-07,1.001215e-07,5.294922e-06,4.591642e-07,1.508757e-06
5.320000e-10,-1.210356e-06,1.769665e-07,1.769665e-07,9.123594e-06,5.130895e-07,1.661429e-06
5.322500e-10,2.378267e-06,2.139471e-07,2.139471e-07,9.768533e-06,5.701208e-07,1.796028e-06
5.325000e-10,5.465892e-06,2.007494e-07,2.007494e-07,7.175395e-06,6.347705e-07,1.904340e-06
5.327500e-10,7.175698e-06,1.404275e-07,1.404275e-07,2.369495e-06,7.134726e-07,1.983167e-06
5.330000e-10,7.056277e-06,4.937493e-08,4.937493e-08,-2.935294e-06,8.138492e-07,2.037053e-06
5.332500e-10,5.193087e-06,-4.667665e-08,-4.667665e-08,-6.941050e-06,9.436767e-07,2.080116e-06
5.335000e-10,2.164968e-06,-1.197509e-07,-1.197509e-07,-8.376448e-06,1.109884e-06,2.136808e-06
5.337500e-10,-1.139583e-06,-1.478710e-07,-1.478710e-07,-6.899095e-06,1.318188e-06,2.241812e-06
5.340000e-10,-3.791666e-06,-1.220083e-07,-1.220083e-07,-3.155723e-06,1.573923e-06,2.439291e-06
5.342500e-10,-5.095273e-06,-4.951074e-08,-4.951074e-08,1.497175e-06,1.884154e-06,2.780158e-06
5.345000e-10,-4.780092e-06,4.727178e-08,4.727178e-08,5.486757e-06,2.259589e-06,3.313563e-06
5.347500e-10,-3.055907e-06,1.370224e-07,1.370224e-07,7.548223e-06,2.713276e-06,4.074574e-06
5.350000e-10,-5.194627e-07,1.885529e-07,1.885529e-07,7.111468e-06,3.257053e-06,5.078501e-06
5.352500e-10,2.046126e-06,1.803296e-07,1.803296e-07,4.442978e-06,3.899820e-06,6.323915e-06
5.355000e-10,3.910135e-06,1.075707e-07,1.075707e-07,5.158612e-07,4.646983e-06,7.806237e-06
5.357500e-10,4.598496e-06,-1.533453e-08,-1.533453e-08,-3.339489e-06,5.502181e-06,9.544472e-06
5.360000e-10,4.008190e-06,-1.581633e-07,-1.581633e-07,-5.885542e-06,6.473700e-06,1.161195e-05
5.362500e-10,2.406582e-06,-2.831431e-07,-2.831431e-07,-6.376718e-06,7.586208e-06,1.413118e-05
5.365000e-10,3.248778e-07,-3.557390e-07,-3.557390e-07,-4.774288e-06,8.894049e-06,1.717282e-05
5.367500e-10,-1.615769e-06,-3.548549e-07,-3.548549e-07,-1.714104e-06,1.048095e-05,2.063830e-05
5.370000e-10,-2.889904e-06,-2.793419e-07,-2.793419e-07,1.743932e-06,1.242259e-05,2.424692e-05
5.372500e-10,-3.209581e-06,-1.487379e-07,-1.487379e-07,4.483422e-06,1.473477e-05,2.755747e-05
5.375000e-10,-2.584140e-06,2.087994e-09,2.087994e-09,5.687766e-06,1.736235e-05,3.001690e-05
5.377500e-10,-1.288062e-06,1.328441e-07,1.328441e-07,5.075295e-06,2.019103e-05,3.105226e-05
5.380000e-10,2.443309e-07,2.093420e-07,2.093420e-07,2.951389e-06,2.306848e-05,3.019318e-05
5.382500e-10,1.558994e-06,2.131932e-07,2.131932e-07,7.460542e-08,2.583836e-05,2.721059e-05
5.385000e-10,2.312834e-06,1.468004e-07,1.468004e-07,-2.610922e-06,2.838180e-05,2.225176e-05
5.387500e-10,2.358376e-06,3.220482e-08,3.220482e-08,-4.285497e-06,3.066060e-05,1.591669e-05
5.390000e-10,1.763259e-06,-9.577465e-08,-9.577465e-08,-4.504306e-06,3.275839e-05,9.205167e-06
5.392500e-10,7.663207e-07,-1.999618e-07,-1.999618e-07,-3.310296e-06,3.491329e-05,3.305662e-06
5.395000e-10,-3.098813e-07,-2.516155e-07,-2.516155e-07,-1.182618e-06,3.753732e-05,-7.234682e-07
5.397500e-10,-1.159915e-06,-2.383691e-07,-2.383691e-07,1.148903e-06,4.121852e-05,-2.272698e-06
5.400000e-10,-1.579131e-06,-1.670468e-07,-1.670468e-07,2.951778e-06,4.666827e-05,-1.392188e-06
5.402500e-10,-1.508313e-06,-6.071031e-08,-6.071031e-08,3.717658e-06,5.449877e-05,1.167850e-06
5.405000e-10,-1.031532e-06,4.893371e-08,4.893371e-08,3.299900e-06,6.480545e-05,4.095357e-06
5.407500e-10,-3.338821e-07,1.312732e-07,1.312732e-07,1.927854e-06,7.701996e-05,5.805307e-06
5.410000e-10,3.636243e-07,1.656447e-07,1.656447e-07,1.038961e-07,9.029761e-05,4.841623e-06
5.412500e-10,8.704378e-07,1.466923e-07,1.466923e-07,-1.575606e-06,1.040134e-04,3.490165e-07
5.415000e-10,1.075124e-06,8.483311e-08,8.483311e-08,-2.613438e-06,1.181610e-04,-7.513911e-06
5.417500e-10,9.649562e-07,2.000522e-09,2.000522e-09,-2.756586e-06,1.336307e-04,-1.745962e-05
5.420000e-10,6.150668e-07,-7.572785e-08,-7.572785e-08,-2.051264e-06,1.523835e-04,-2.735402e-05
5.422500e-10,1.547147e-07,-1.261691e-07,-1.261691e-07,-7.989082e-07,1.776249e-04,-3.480718e-05
5.425000e-10,-2.763559e-07,-1.372546e-07,-1.372546e-07,5.629181e-07,2.140121e-04,-3.790208e-05
5.427500e-10,-5.676945e-07,-1.096823e-07,-1.096823e-07,1.609473e-06,2.675884e-04,-3.582692e-05
5.430000e-10,-6.635858e-07,-5.548666e-08,-5.548666e-08,2.058082e-06,3.442326e-04,-2.917512e-05
5.432500e-10,-5.694095e-07,6.689370e-09,6.689370e-09,1.839790e-06,4.422876e-04,-1.979257e-05
5.435000e-10,-3.402815e-07,5.787436e-08,5.787436e-08,1.097305e-06,5.398283e-04,-1.022435e-05
5.437500e-10,-5.805379e-08,8.452384e-08,8.452384e-08,1.174986e-07,6.015326e-04,-2.949629e-06
5.440000e-10,1.950289e-07,8.202266e-08,8.202266e-08,-7.736693e-07,6.017740e-04,3.482374e-07
5.442500e-10,3.582114e-07,5.507097e-08,5.507097e-08,-1.316747e-06,5.371012e-04,-7.477270e-07
5.445000e-10,4.044671e-07,1.515165e-08,1.515165e-08,-1.391388e-06,4.263339e-04,-5.314033e-06
5.447500e-10,3.415431e-07,-2.382191e-08,-2.382191e-08,-1.036649e-06,3.023908e-04,-1.142483e-05
5.450000e-10,2.036556e-07,-5.011257e-08,-5.011257e-08,-4.187348e-07,1.990516e-04,-1.679525e-05
5.452500e-10,3.787622e-08,-5.753552e-08,-5.753552e-08,2.371437e-07,1.387740e-04,-1.952466e-05
5.455000e-10,-1.101396e-07,-4.666839e-08,-4.666839e-08,7.247902e-07,1.264432e-04,-1.869045e-05
5.457500e-10,-2.072428e-07,-2.375719e-08,-2.375719e-08,9.190256e-07,1.500492e-04,-1.458922e-05
5.460000e-10,-2.385343e-07,2.058842e-09,2.058842e-09,8.040245e-07,1.876273e-04,-8.555443e-06
5.462500e-10,-2.074705e-07,2.210242e-08,2.210242e-08,4.631560e-07,2.170856e-04,-2.446891e-06
5.465000e-10,-1.315504e-07,3.092505e-08,3.092505e-08,3.841901e-08,2.238199e-04,2.000162e-06
5.467500e-10,-3.561739e-08,2.764383e-08,2.764383e-08,-3.235120e-07,2.037242e-04,3.718965e-06
5.470000e-10,5.511103e-08,1.557709e-08,1.557709e-08,-5.192476e-07,1.623836e-04,2.595738e-06
5.472500e-10,1.206576e-07,5.091090e-10,5.091090e-10,-5.156614e-07,1.118966e-04,-5.756250e-07
5.475000e-10,1.496596e-07,-1.166028e-08,-1.166028e-08,-3.498364e-07,6.621537e-05,-4.425423e-06
5.477500e-10,1.403424e-07,-1.700070e-08,-1.700070e-08,-1.057734e-07,3.620904e-05,-7.500589e-06
5.480000e-10,9.944332e-08,-1.467959e-08,-1.467959e-08,1.210938e-07,2.626453e-05,-8.746312e-06
5.482500e-10,3.970092e-08,-6.849747e-09,-6.849747e-09,2.579538e-07,3.368691e-05,-7.815141e-06
5.485000e-10,-2.341960e-08,2.524346e-09,2.524346e-09,2.759123e-07,5.078741e-05,-5.110231e-06
5.487500e-10,-7.513870e-08,9.367570e-09,9.367570e-09,1.929753e-07,6.836403e-05,-1.571365e-06
5.490000e-10,-1.043670e-07,1.105556e-08,1.105556e-08,6.013509e-08,7.894110e-05,1.695543e-06
5.492500e-10,-1.058349e-07,7.283532e-09,7.283532e-09,-6.231965e-08,7.870409e-05,3.800401e-06
5.495000e-10,-8.098413e-08,-1.151526e-11,-1.151527e-11,-1.285323e-07,6.792023e-05,4.334092e-06
5.497500e-10,-3.742056e-08,-7.566871e-09,-7.566871e-09,-1.222392e-07,5.015227e-05,3.445776e-06
5.500000e-10,1.301289e-08,-1.214583e-08,-1.214583e-08,-5.886292e-08,3.069860e-05,1.728898e-06
5.502500e-10,1.378841e-07,-1.179553e-08,6.859842e-08,2.467607e-08,1.473017e-05,-2.547460e-08
5.505000e-10,2.700206e-07,-6.552887e-09,1.783992e-07,8.723380e-08,5.677829e-06,-1.112065e-06
5.507500e-10,4.886451e-07,1.629098e-09,4.000249e-07,1.005669e-07,4.380685e-06,-1.132476e-06
5.510000e-10,8.104858e-07,9.666385e-09,7.459459e-07,5.984584e-08,9.213199e-06,-8.498194e-08
5.512500e-10,1.262303e-06,1.451946e-08,1.231970e-06,-1.587897e-08,1.700523e-05,1.693712e-06
5.515000e-10,1.863252e-06,1.431581e-08,1.862702e-06,-9.269218e-08,2.429394e-05,3.697051e-06
5.517500e-10,2.622646e-06,9.017201e-09,2.633287e-06,-1.362443e-07,2.842365e-05,5.452048e-06
5.520000e-10,3.546638e-06,4.107921e-10,3.539820e-06,-1.257532e-07,2.818520e-05,6.670388e-06
5.522500e-10,4.656613e-06,-8.548350e-09,4.600129e-06,-6.222095e-08,2.391243e-05,7.293624e-06
5.525000e-10,6.009255e-06,-1.478916e-08,5.874175e-06,3.203529e-08,1.712208e-05,7.452154e-06
5.527500e-10,7.508180e-06,-1.619046e-08,7.274696e-06,1.220398e-07,9.874630e-06,7.367218e-06
5.530000e-10,9.285689e-06,-1.229145e-08,8.944637e-06,1.734802e-07,4.073754e-06,7.230650e-06
5.532500e-10,1.121372e-05,-4.415399e-09,1.076535e-05,1.656081e-07,9.156960e-07,7.118614e-06
5.535000e-10,1.331145e-05,4.814617e-09,1.276028e-05,9.899147e-08,6.373781e-07,6.974985e-06
5.537500e-10,1.560719e-05,1.238174e-08,1.495510e-05,-4.581297e-09,2.599998e-06,6.663320e-06
5.540000e-10,1.822296e-05,1.588285e-08,1.746188e-05,-1.098460e-07,5.628133e-06,6.059349e-06
5.542500e-10,2.140631e-05,1.429775e-08,2.051267e-05,-1.805469e-07,8.452570e-06,5.139831e-06
5.545000e-10,2.545722e-05,8.275348e-09,2.439152e-05,-1.921486e-07,1.010080e-05,4.024444e-06
5.547500e-10,3.047939e-05,-1.366707e-10,2.919179e-05,-1.402972e-07,1.012846e-05,2.949909e-06
5.550000e-10,3.627002e-05,-8.205003e-09,3.469823e-05,-4.216508e-08,8.655208e-06,2.187533e-06
5.552500e-10,4.274585e-05,-1.341399e-08,4.080434e-05,6.962629e-08,6.231531e-06,1.938294e-06
5.555000e-10,4.991013e-05,-1.425715e-08,4.748258e-05,1.582301e-07,3.604163e-06,2.247074e-06
5.557500e-10,5.826406e-05,-1.066742e-08,5.518556e-05,1.949800e-07,1.464062e-06,2.971147e-06
5.560000e-10,6.886174e-05,-3.967179e-09,6.489036e-05,1.687521e-07,2.527461e-07,3.818058e-06
5.562500e-10,8.353270e-05,3.619892e-09,7.832741e-05,8.923695e-08,7.452702e-08,4.441117e-06
5.565000e-10,1.043440e-04,9.714651e-09,9.753119e-05,-1.677336e-08,7.232422e-07,4.558411e-06
5.567500e-10,1.312752e-04,1.253450e-08,1.227088e-04,-1.146228e-07,1.795820e-06,4.052227e-06
5.570000e-10,1.601003e-04,1.141340e-08,1.497983e-04,-1.733118e-07,2.843408e-06,3.012643e-06
5.572500e-10,1.874092e-04,6.940703e-09,1.747019e-04,-1.754264e-07,3.508619e-06,1.709262e-06
5.575000e-10,2.150460e-04,6.995584e-10,1.982230e-04,-1.222770e-07,3.611535e-06,5.010480e-07
5.577500e-10,2.494107e-04,-5.286530e-09,2.254451e-04,-3.275856e-08,3.169341e-06,-2.839256e-07
5.580000e-10,3.012035e-04,-9.206435e-09,2.654247e-04,6.342853e-08,2.356306e-06,-4.568415e-07
5.582500e-10,3.824665e-04,-1.000308e-08,3.296169e-04,1.357411e-07,1.426287e-06,-2.746627e-08
5.585000e-10,4.920283e-04,-7.643638e-09,4.231951e-04,1.625691e-07,6.263658e-07,8.047943e-07
5.587500e-10,5.846068e-04,-3.054225e-09,5.205987e-04,1.376850e-07,1.275946e-07,1.722881e-06
5.590000e-10,5.882889e-04,2.235469e-09,5.531650e-04,7.146599e-08,-1.053269e-08,2.400140e-06
5.592500e-10,4.966122e-04,6.605834e-09,4.817011e-04,-1.323196e-08,1.622397e-07,2.606414e-06
5.595000e-10,3.637501e-04,8.848486e-09,3.366724e-04,-8.894785e-08,5.196833e-07,2.276954e-06
5.597500e-10,2.625089e-04,8.501689e-09,1.780862e-04,-1.325235e-07,9.075377e-07,1.523517e-06
5.600000e-10,2.570246e-04,5.930466e-09,6.640108e-05,-1.321513e-07,1.191210e-06,5.874049e-07
5.602500e-10,3.615872e-04,2.147895e-09,4.178030e-05,-9.042603e-08,1.289586e-06,-2.466462e-07
5.605000e-10,4.935385e-04,-1.545885e-09,1.121300e-04,-2.266805e-08,1.188156e-06,-7.450736e-07
5.607500e-10,5.418725e-04,-3.980923e-09,2.562790e-04,4.866379e-08,9.316062e-07,-7.968757e-07
5.610000e-10,4.801575e-04,-4.458603e-09,4.256825e-04,1.014582e-07,6.015409e-07,-4.398340e-07
5.612500e-10,3.340648e-04,-2.919466e-09,5.426780e-04,1.208506e-07,2.879655e-07,1.637040e-07
5.615000e-10,1.571869e-04,9.787422e-11,5.378200e-04,1.034021e-07,6.325925e-08,7.893902e-07
5.617500e-10,1.249649e-05,3.675142e-09,4.066727e-04,5.742511e-08,-3.480346e-08,1.227911e-06
5.620000e-10,-6.045027e-05,6.826768e-09,2.017738e-04,-3.897234e-10,-7.955981e-09,1.350047e-06
5.622500e-10,-6.148932e-05,8.802050e-09,-5.428598e-06,-5.074214e-08,1.090571e-07,1.139843e-06
5.625000e-10,-1.197916e-05,9.285785e-09,-1.543022e-04,-7.790398e-08,2.628081e-07,6.882958e-07
5.627500e-10,5.860026e-05,8.445718e-09,-2.123101e-04,-7.436274e-08,3.983138e-07,1.535155e-07
5.630000e-10,1.196183e-04,6.827145e-09,-1.784675e-04,-4.259442e-08,4.740157e-07,-2.964985e-07
5.632500e-10,1.501577e-04,5.142073e-09,-7.746763e-05,6.378806e-09,4.710126e-07,-5.382490e-07
5.635000e-10,1.423029e-04,4.028496e-09,5.000722e-05,5.695349e-08,3.949748e-07,-5.270181e-07
5.637500e-10,9.978981e-05,3.857733e-09,1.591384e-04,9.400963e-08,2.712761e-07,-3.020943e-07
5.640000e-10,3.798525e-05,4.646076e-09,2.158160e-04,1.074296e-07,1.355375e-07,3.549254e-08
5.642500e-10,-2.018596e-05,6.089971e-09,2.093406e-04,9.473377e-08,2.265156e-08,3.623317e-07
5.645000e-10,-5.558576e-05,7.704384e-09,1.538967e-04,6.119087e-08,-4.264071e-08,5.743371e-07
5.647500e-10,-6.155697e-05,9.014237e-09,7.938226e-05,1.759849e-08,-5.131938e-08,6.171036e-07
5.650000e-10,-4.291673e-05,9.736726e-09,1.849693e-05,-2.337394e-08,-1.076822e-08,4.966170e-07
5.652500e-10,-1.047373e-05,9.898732e-09,-5.506821e-06,-5.103147e-08,5.906900e-08,2.694025e-07
5.655000e-10,2.350488e-05,9.853066e-09,1.197113e-05,-5.950958e-08,1.325395e-07,1.792176e-08
5.657500e-10,4.836666e-05,1.018935e-08,5.639693e-05,-4.888873e-08,1.859757e-07,-1.789823e-07
5.660000e-10,5.723774e-05,1.157466e-08,1.044591e-04,-2.443471e-08,2.040557e-07,-2.704675e-07
5.662500e-10,4.859808e-05,1.456812e-08,1.344154e-04,5.575573e-09,1.832217e-07,-2.457828e-07
5.665000e-10,2.686720e-05,1.946245e-08,1.334884e-04,3.260302e-08,1.314932e-07,-1.318881e-07
5.667500e-10,7.122586e-07,2.620642e-08,1.017047e-04,5.026075e-08,6.505899e-08,2.058499e-08
5.670000e-10,-2.085537e-05,3.443723e-08,5.037686e-05,5.571269e-08,2.887066e-09,1.568371e-07
5.672500e-10,-3.208120e-05,4.362218e-08,-2.583212e-06,4.979148e-08,-3.895972e-08,2.358093e-07
5.675000e-10,-3.160517e-05,5.326555e-08,-3.866722e-05,3.601821e-08,-5.166851e-08,2.409944e-07
5.677500e-10,-2.156218e-05,6.308123e-08,-4.562048e-05,1.903158e-08,-3.555881e-08,1.817676e-07
5.680000e-10,-6.185549e-06,7.306923e-08,-2.273260e-05,3.043441e-09,8.290427e-10,8.627232e-08
5.682500e-10,9.439632e-06,8.352810e-08,1.949432e-05,-9.178531e-09,4.394209e-08,-1.054210e-08
5.685000e-10,2.064567e-05,9.492293e-08,6.430071e-05,-1.657575e-08,7.959881e-08,-7.912129e-08
5.687500e-10,2.449031e-05,1.076439e-07,9.510896e-05,-1.940019e-08,9.717682e-08,-1.037849e-07
5.690000e-10,2.063484e-05,1.217816e-07,1.011894e-04,-1.847719e-08,9.239946e-08,-8.535612e-08
5.692500e-10,1.124165e-05,1.370125e-07,8.056099e-05,-1.453234e-08,6.802275e-08,-3.805680e-08
5.695000e-10,-1.169458e-07,1.526954e-07,3.974745e-05,-7.890839e-09,3.239621e-08,1.736879e-08
5.697500e-10,-9.879776e-06,1.682367e-07,-8.561068e-06,1.354970e-09,-3.501180e-09,6.143744e-08
5.700000e-10,-1.552623e-05,1.836878e-07,-4.911608e-05,1.285248e-08,-2.954635e-08,8.193765e-08
5.702500e-10,-1.600619e-05,2.003466e-07,-6.887531e-05,2.547579e-08,-3.940234e-08,7.652252e-08
5.705000e-10,-1.176406e-05,2.208144e-07,-6.190345e-05,3.712067e-08,-3.206924e-08,5.163950e-08
5.707500e-10,-4.503240e-06,2.479540e-07,-3.168179e-05,4.500976e-08,-1.171088e-08,1.879471e-08
5.710000e-10,3.334314e-06,2.835435e-07,1.060346e-05,4.648827e-08,1.404319e-08,-1.014814e-08
5.712500e-10,9.336067e-06,3.269998e-07,5.058904e-05,4.005665e-08,3.668135e-08,-2.691491e-08
5.715000e-10,1.188653e-05,3.736827e-07,7.583636e-05,2.623622e-08,4.942848e-08,-2.884795e-08
5.717500e-10,1.061192e-05,4.142050e-07,7.947441e-05,7.874636e-09,4.911190e-08,-1.869219e-08
5.720000e-10,6.342039e-06,4.354902e-07,6.143852e-05,-1.033726e-08,3.678101e-08,-2.623942e-09
5.722500e-10,6.856041e-07,4.235841e-07,2.774807e-05,-2.309292e-08,1.700548e-08,1.249311e-08
5.725000e-10,-4.545206e-06,3.679051e-07,-1.138182e-05,-2.610938e-08,-3.819183e-09,2.155861e-08
5.727500e-10,-7.861904e-06,2.659677e-07,-4.430772e-05,-1.765298e-08,-1.955975e-08,2.261891e-08
5.730000e-10,-8.477234e-06,1.269359e-07,-6.142757e-05,5.940373e-10,-2.616285e-08,1.691112e-08
5.732500e-10,-6.475741e-06,-2.760383e-08,-5.838090e-05,2.369942e-08,-2.267915e-08,7.800850e-09
5.735000e-10,-2.730197e-06,-1.666073e-07,-3.743032e-05,4.473286e-08,-1.125834e-08,-8.165102e-10
5.737500e-10,1.427825e-06,-2.562386e-07,-6.310411e-06,5.679245e-08,3.788005e-09,-5.998888e-09
5.740000e-10,4.673475e-06,-2.690132e-07,2.477746e-05,5.520553e-08,1.748583e-08,-6.628914e-09
5.742500e-10,6.113453e-06,-1.930052e-07,4.663794e-05,3.919717e-08,2.575501e-08,-3.477402e-09
5.745000e-10,5.519062e-06,-3.815695e-08,5.371019e-05,1.244130e-08,2.654783e-08,1.420895e-09
5.747500e-10,3.313600e-06,1.628462e-07,4.518456e-05,-1.776644e-08,2.026633e-08,5.738553e-09
5.750000e-10,3.600728e-07,3.603629e-07,2.468653e-05,-4.254459e-08,9.401974e-09,7.768376e-09
5.752500e-10,-2.352446e-06,4.995398e-07,-1.073493e-06,-5.409894e-08,-2.418148e-09,6.960367e-09
5.755000e-10,-4.020924e-06,5.352909e-07,-2.432151e-05,-4.822138e-08,-1.163306e-08,3.949968e-09
5.757500e-10,-4.253480e-06,4.463708e-07,-3.850852e-05,-2.581203e-08,-1.581101e-08,1.465193e-10
5.760000e-10,-3.148953e-06,2.441427e-07,-4.022854e-05,7.110217e-09,-1.426706e-08,-2.903244e-09
5.762500e-10,-1.214146e-06,-2.726782e-08,-3.007266e-05,4.099169e-08,-8.093519e-09,-4.114023e-09
